CustomerID,last_purchase,frequency,monetary,recency
12445.0,2011-11-17 18:43:00,2,434.98,21
12446.0,2011-10-13 12:50:00,1,1002.3100000000001,57
12447.0,2011-04-10 13:25:00,1,476.49,242
12448.0,2011-10-26 13:46:00,1,449.45,43
12449.0,2011-11-17 13:46:00,6,4835.89,21
12450.0,2011-07-06 14:41:00,5,688.2,155
12451.0,2011-11-29 08:40:00,8,12669.88,10
12452.0,2011-11-23 10:28:00,2,430.57,16
12453.0,2011-07-28 14:08:00,1,707.09,133
12454.0,2011-10-14 17:13:00,5,16679.78,55
12455.0,2011-09-27 15:31:00,10,5879.95,72
12456.0,2011-10-26 14:41:00,3,3181.04,43
12457.0,2011-10-04 13:13:00,8,2995.91,65
12458.0,2011-09-29 15:25:00,4,1777.49,70
12459.0,2010-04-13 14:53:00,1,454.36,604
12460.0,2010-09-09 13:51:00,1,326.65,455
12461.0,2011-09-06 16:57:00,2,826.88,93
12462.0,2011-11-21 09:11:00,2,1189.59,18
12463.0,2011-10-17 13:44:00,4,1344.78,52
12464.0,2011-11-29 13:33:00,8,1212.05,9
12465.0,2011-11-22 16:34:00,2,742.1899999999999,16
12466.0,2010-01-26 16:26:00,1,56.73,681
12467.0,2010-10-12 15:41:00,1,132.8,422
12468.0,2011-06-05 11:36:00,5,3670.74,187
12469.0,2010-07-05 12:40:00,2,3070.54,522
12470.0,2010-01-19 11:01:00,1,211.95,689
12471.0,2011-12-07 15:43:00,79,39963.79,1
12472.0,2011-11-07 14:01:00,19,17880.59,31
12473.0,2011-11-10 13:46:00,5,3938.55,28
12474.0,2011-11-22 14:39:00,31,12424.45,16
12475.0,2011-10-17 10:10:00,2,1149.64,53
12476.0,2011-11-24 12:40:00,23,14115.41,15
12477.0,2011-11-17 09:51:00,9,20276.37,22
12478.0,2011-12-06 09:56:00,1,680.99,3
12479.0,2011-11-28 13:26:00,1,527.2,10
12480.0,2011-11-11 14:52:00,7,5464.85,27
12481.0,2011-11-17 08:29:00,15,12361.39,22
12482.0,2010-05-12 16:51:00,29,23691.4,575
12483.0,2011-11-22 17:02:00,19,5120.58,16
12484.0,2011-11-07 11:37:00,12,6370.15,32
12485.0,2010-06-28 15:22:00,1,708.1,528
12486.0,2010-10-04 12:14:00,1,1037.28,431
12487.0,2009-12-09 11:36:00,1,285.29999999999995,730
12488.0,2011-11-30 08:50:00,3,1298.66,9
12489.0,2011-01-07 13:13:00,1,334.93,335
12490.0,2011-12-04 16:07:00,21,9823.64,4
12491.0,2011-11-01 12:18:00,1,460.40000000000003,38
12492.0,2011-10-07 15:15:00,3,715.21,62
12493.0,2011-06-27 10:17:00,2,433.74,165
12494.0,2011-11-24 09:34:00,9,1872.8700000000001,15
12495.0,2010-03-09 10:53:00,1,357.4,640
12496.0,2010-03-29 14:06:00,2,54.09,619
12497.0,2011-09-19 12:29:00,3,6248.5,81
12498.0,2011-11-18 12:53:00,3,403.70000000000005,20
12499.0,2010-05-28 15:12:00,1,393.72,559
12500.0,2011-11-16 16:20:00,19,5955.21,22
12501.0,2011-01-07 12:28:00,1,2169.39,336
12502.0,2011-09-05 11:52:00,5,3723.87,95
12503.0,2010-05-04 13:59:00,1,1126.0,583
12504.0,2011-11-21 16:02:00,4,779.05,17
12505.0,2010-10-27 09:18:00,1,955.2,408
12506.0,2011-04-21 08:54:00,1,73.5,232
12507.0,2011-07-28 17:09:00,4,1844.06,133
12508.0,2011-11-13 15:37:00,2,398.27,25
12509.0,2011-02-28 14:45:00,1,176.5,283
12510.0,2011-07-20 10:15:00,9,5178.02,142
12511.0,2010-10-07 10:39:00,1,3084.02,428
12512.0,2011-10-04 14:55:00,2,138.03,65
12513.0,2011-08-19 10:51:00,1,612.29,112
12514.0,2011-03-17 16:38:00,2,1597.76,266
12515.0,2010-12-21 15:43:00,1,383.7,352
12516.0,2011-09-23 09:13:00,4,2648.62,77
12517.0,2011-11-11 14:04:00,5,2502.84,27
12518.0,2011-12-09 10:13:00,5,2056.89,0
12519.0,2011-10-07 09:26:00,2,726.54,63
12520.0,2011-09-21 15:23:00,5,2634.26,78
12521.0,2011-07-20 10:51:00,1,599.68,142
12522.0,2011-10-31 15:30:00,2,192.72,38
12523.0,2011-11-20 12:55:00,23,4372.15,18
12524.0,2011-11-30 15:31:00,17,11126.11,8
12525.0,2010-07-29 16:08:00,3,973.73,497
12526.0,2011-12-09 12:09:00,3,1316.66,0
12527.0,2011-09-19 11:55:00,5,735.51,81
12528.0,2011-11-30 14:40:00,6,1933.48,8
12529.0,2010-06-29 13:10:00,1,316.48,527
12530.0,2011-10-11 12:34:00,9,3759.26,59
12531.0,2011-11-25 11:12:00,2,1933.2,14
12532.0,2011-11-09 13:47:00,1,349.83000000000004,29
12533.0,2010-03-22 10:56:00,2,1367.89,627
12534.0,2011-08-01 10:26:00,1,1089.18,130
12535.0,2011-09-09 08:48:00,2,716.35,91
12536.0,2011-10-27 14:20:00,3,12601.83,42
12537.0,2010-10-27 08:36:00,1,732.94,408
12538.0,2011-11-10 17:16:00,2,640.45,28
12539.0,2011-11-17 13:30:00,7,11214.75,21
12540.0,2011-11-20 11:31:00,33,22254.49,19
12541.0,2011-11-10 10:40:00,3,981.18,29
12542.0,2010-08-12 19:12:00,2,481.88,483
12543.0,2010-09-17 15:51:00,1,980.25,447
12544.0,2011-11-03 16:15:00,1,372.7,35
12545.0,2011-09-25 13:39:00,2,1000.39,74
12546.0,2011-10-24 12:09:00,2,1161.5,46
12547.0,2011-05-26 12:38:00,3,383.58,197
12548.0,2011-06-26 15:35:00,1,95.19999999999999,165
12549.0,2010-05-13 12:05:00,6,1575.68,575
12550.0,2011-09-21 14:35:00,1,964.83,78
12551.0,2010-12-17 11:23:00,1,168.0,357
12552.0,2011-11-01 10:02:00,2,437.82,38
12553.0,2011-12-01 16:38:00,12,4608.75,7
12554.0,2010-09-17 12:29:00,1,468.5,448
12555.0,2010-01-26 16:26:00,1,129.23,681
12556.0,2011-10-20 13:06:00,2,603.71,49
12557.0,2011-11-23 16:59:00,8,18716.14,15
12558.0,2011-12-02 10:41:00,1,269.96,7
12559.0,2011-02-02 09:49:00,2,561.71,310
12560.0,2011-12-04 13:54:00,3,2134.01,4
12561.0,2011-02-10 11:39:00,1,238.85,302
12562.0,2011-12-01 17:20:00,9,4966.92,7
12563.0,2010-10-27 09:52:00,1,249.23999999999998,408
12564.0,2011-03-23 14:55:00,1,456.9,260
12565.0,2011-02-24 10:34:00,1,145.92,288
12566.0,2011-09-14 14:30:00,1,351.65,85
12567.0,2011-11-17 11:02:00,15,13709.86,22
12568.0,2010-03-05 09:15:00,1,70.0,644
12569.0,2011-12-07 16:24:00,32,4124.69,1
12570.0,2010-01-26 17:28:00,1,77.52,681
12571.0,2011-10-31 10:19:00,2,519.61,39
12572.0,2011-12-01 09:20:00,2,1020.42,8
12573.0,2011-04-26 15:52:00,5,717.41,226
12574.0,2011-01-28 09:20:00,1,218.45000000000002,315
12575.0,2010-09-08 13:09:00,2,622.8199999999999,456
12576.0,2011-11-04 10:11:00,8,2142.72,35
12577.0,2011-11-04 13:24:00,8,1653.75,34
12578.0,2011-11-18 13:30:00,4,4642.45,20
12579.0,2011-09-22 17:15:00,1,440.42,77
12580.0,2011-04-07 10:24:00,2,1052.9,246
12581.0,2011-10-31 08:56:00,1,197.71,39
12582.0,2011-04-15 08:45:00,4,1980.4,238
12583.0,2011-12-07 08:07:00,27,14447.44,2
12584.0,2011-12-06 09:35:00,9,2338.15,3
12585.0,2011-04-19 13:39:00,2,2040.1,233
12586.0,2011-11-22 16:24:00,4,2062.67,16
12587.0,2011-12-02 12:47:00,1,144.0,7
12588.0,2011-10-31 15:01:00,4,958.78,38
12589.0,2011-11-11 10:19:00,8,4695.66,28
12590.0,2011-05-12 14:52:00,2,9864.26,210
12591.0,2011-01-26 14:35:00,3,1352.15,316
12592.0,2011-09-08 15:04:00,5,2582.66,91
12593.0,2011-08-23 12:43:00,3,418.09999999999997,108
12594.0,2011-11-02 12:20:00,15,5090.11,37
12595.0,2010-07-23 09:10:00,1,299.02,504
12596.0,2011-10-19 13:02:00,2,618.27,50
12597.0,2011-11-20 13:33:00,4,3811.22,18
12598.0,2011-11-30 12:18:00,11,4534.09,9
12599.0,2011-11-10 13:34:00,13,2296.72,28
12600.0,2011-11-11 10:29:00,21,5043.92,28
12601.0,2011-06-03 10:17:00,6,681.26,189
12602.0,2011-10-12 11:22:00,1,153.12,58
12603.0,2011-11-18 10:42:00,1,739.1999999999999,21
12604.0,2011-09-21 14:08:00,2,254.18,78
12605.0,2010-11-28 14:18:00,4,1232.95,375
12606.0,2010-01-26 16:23:00,1,21.0,681
12607.0,2011-10-10 16:06:00,1,1579.51,59
12608.0,2010-10-31 10:49:00,1,415.79,404
12609.0,2011-09-22 16:34:00,9,3435.86,77
12610.0,2011-11-17 09:34:00,5,2099.54,22
12611.0,2011-10-18 13:12:00,1,1193.32,51
12612.0,2011-09-26 15:35:00,1,704.0400000000001,73
12613.0,2011-10-13 14:59:00,10,6835.07,56
12614.0,2011-03-07 10:22:00,1,315.6,277
12615.0,2011-12-07 15:02:00,8,5740.98,1
12616.0,2011-09-05 15:17:00,3,1131.1,94
12617.0,2011-11-10 14:39:00,1,355.53,28
12618.0,2011-11-18 11:10:00,1,177.31,21
12619.0,2011-11-23 14:52:00,10,3781.38,15
12620.0,2011-11-25 10:20:00,3,1339.41,14
12621.0,2011-12-08 11:25:00,35,24775.81,1
12622.0,2011-04-21 16:39:00,1,180.1,231
12623.0,2011-03-08 13:50:00,7,3747.84,275
12624.0,2011-08-25 15:04:00,2,641.13,105
12625.0,2011-05-12 09:54:00,4,5164.88,211
12626.0,2011-11-16 16:06:00,9,6620.48,22
12627.0,2011-11-29 12:07:00,7,4478.53,10
12628.0,2011-12-05 13:15:00,3,786.46,3
12629.0,2010-11-19 09:18:00,2,1558.22,385
12630.0,2011-11-30 10:48:00,2,1270.88,9
12631.0,2011-10-13 13:53:00,6,3481.57,56
12632.0,2010-07-07 09:39:00,2,804.88,520
12633.0,2011-10-12 11:40:00,7,5678.16,58
12634.0,2010-06-22 10:05:00,2,490.0,535
12635.0,2011-09-11 11:04:00,4,2930.41,89
12636.0,2009-12-01 09:55:00,1,141.0,738
12637.0,2011-10-03 13:46:00,12,8340.31,66
12638.0,2011-11-06 13:11:00,2,921.49,32
12639.0,2011-04-15 12:48:00,3,1312.3700000000001,238
12640.0,2011-11-16 11:52:00,3,1174.58,23
12641.0,2011-08-16 13:26:00,1,185.9,114
12642.0,2011-11-14 15:03:00,3,1013.26,24
12643.0,2011-08-03 12:56:00,12,8350.42,127
12644.0,2011-08-02 10:33:00,4,1918.49,129
12645.0,2011-11-06 12:38:00,8,3539.3,33
12646.0,2011-12-05 10:14:00,2,1346.97,4
12647.0,2011-11-17 12:56:00,36,17924.35,21
12648.0,2011-07-08 11:55:00,4,1112.0,154
12649.0,2011-08-24 14:41:00,8,2294.65,106
12650.0,2011-12-06 16:34:00,1,314.44,2
12651.0,2011-01-09 12:46:00,4,377.75,334
12652.0,2011-01-12 15:00:00,2,1017.03,330
12653.0,2011-07-14 10:41:00,3,4160.83,148
12654.0,2011-11-29 10:10:00,5,601.98,10
12655.0,2010-10-12 09:17:00,1,261.35,423
12656.0,2011-11-22 13:42:00,8,6407.83,16
12657.0,2011-11-28 15:47:00,4,1643.18,10
12658.0,2011-11-21 10:22:00,1,686.05,18
12659.0,2011-11-10 11:53:00,1,91.68,29
12660.0,2011-11-28 13:26:00,1,245.1,10
12661.0,2010-09-29 16:46:00,1,162.0,435
12662.0,2011-12-09 11:59:00,20,6988.02,0
12663.0,2010-03-25 09:40:00,2,239.4,624
12664.0,2011-12-01 17:07:00,11,6070.04,7
12665.0,2011-01-19 08:34:00,3,313.6,324
12666.0,2010-11-10 16:40:00,1,1248.42,393
12667.0,2011-10-12 17:00:00,1,620.13,57
12668.0,2011-11-28 10:56:00,10,11444.68,11
12669.0,2011-07-12 09:54:00,3,2744.0299999999997,150
12670.0,2011-11-29 15:23:00,7,3760.29,9
12671.0,2010-04-12 16:30:00,1,2622.481,605
12672.0,2011-01-14 09:20:00,2,437.05,329
12673.0,2011-12-04 13:55:00,3,1230.02,4
12674.0,2011-11-01 12:12:00,4,1970.6,38
12675.0,2010-06-04 09:49:00,2,958.5,553
12676.0,2011-11-15 12:25:00,11,2843.09,24
12677.0,2010-06-02 14:30:00,2,395.1,554
12678.0,2011-10-28 13:04:00,21,34281.18,41
12679.0,2011-10-12 12:30:00,4,1113.02,58
12680.0,2011-12-09 12:50:00,4,880.81,0
12681.0,2011-11-25 11:33:00,45,30868.28,14
12682.0,2011-12-06 10:00:00,52,24033.91,3
12683.0,2011-12-05 16:31:00,21,12696.78,3
12684.0,2011-12-02 09:53:00,7,2283.63,7
12685.0,2011-11-11 13:46:00,6,2863.08,27
12686.0,2010-12-03 09:51:00,1,178.28,371
12687.0,2010-08-16 12:12:00,2,2138.91,480
12688.0,2011-08-18 08:49:00,1,4873.81,113
12689.0,2011-11-14 08:31:00,2,1247.61,25
12690.0,2011-05-18 09:09:00,1,389.01,205
12691.0,2011-11-11 16:49:00,7,1170.4,27
12692.0,2010-03-12 14:02:00,1,110.95,636
12693.0,2011-08-04 17:51:00,7,1703.02,126
12694.0,2011-09-30 13:06:00,3,1843.35,69
12695.0,2011-12-02 13:22:00,7,1407.1200000000001,6
12696.0,2010-10-01 10:43:00,2,851.91,434
12697.0,2011-11-11 08:47:00,3,957.59,28
12698.0,2010-04-28 15:51:00,1,339.75,589
12699.0,2010-10-18 12:07:00,1,638.11,417
12700.0,2011-12-02 10:47:00,4,4939.99,7
12701.0,2011-09-21 10:47:00,6,2446.41,79
12702.0,2011-11-20 10:36:00,1,219.0,19
12703.0,2011-09-29 17:52:00,4,1006.53,70
12704.0,2011-12-02 13:15:00,8,2340.84,6
12705.0,2011-11-24 13:17:00,14,11762.1,14
12707.0,2011-02-21 08:38:00,1,603.42,291
12708.0,2011-11-10 09:52:00,18,5314.1,29
12709.0,2011-11-24 15:38:00,34,31093.34,14
12710.0,2011-09-04 12:00:00,3,1149.02,96
12711.0,2010-04-07 11:59:00,2,1339.05,611
12712.0,2011-11-11 08:19:00,21,7193.66,28
12713.0,2011-12-09 12:16:00,1,848.55,0
12714.0,2011-11-30 15:43:00,12,14093.710000000001,8
12715.0,2011-08-25 15:22:00,1,353.86,105
12716.0,2011-12-06 08:55:00,2,1053.49,3
12717.0,2011-07-11 14:47:00,3,1308.91,150
12718.0,2011-09-29 16:38:00,1,238.25,70
12719.0,2011-12-04 13:45:00,2,644.95,4
12720.0,2011-12-07 08:03:00,30,8260.67,2
12721.0,2011-11-08 12:13:00,8,4013.08,31
12722.0,2011-09-15 14:50:00,4,997.63,84
12723.0,2011-12-06 10:19:00,5,725.07,3
12724.0,2011-12-04 16:02:00,7,2317.52,4
12725.0,2010-12-03 15:45:00,4,2694.56,370
12726.0,2011-11-11 13:35:00,11,4014.6,27
12727.0,2011-11-29 11:46:00,10,5679.53,10
12728.0,2011-09-29 15:31:00,5,1070.17,70
12729.0,2011-08-18 11:40:00,1,453.01,113
12730.0,2010-07-06 12:19:00,1,829.25,521
12731.0,2011-11-16 11:59:00,17,25775.71,23
12732.0,2011-06-13 11:33:00,1,236.26000000000002,179
12733.0,2011-04-19 16:19:00,4,2424.87,233
12734.0,2010-12-22 12:47:00,3,639.65,352
12735.0,2011-01-28 13:37:00,2,779.5699999999999,314
12736.0,2011-01-11 07:57:00,1,234.0,332
12737.0,2010-07-29 12:29:00,2,3710.5,498
12738.0,2010-12-02 18:27:00,1,310.7,371
12739.0,2011-09-22 13:00:00,4,2726.73,77
12740.0,2011-10-07 10:44:00,1,427.6,63
12741.0,2010-06-28 14:36:00,2,406.07,528
12742.0,2010-03-24 12:43:00,1,1201.52,625
12743.0,2011-07-28 16:21:00,2,546.43,133
12744.0,2011-10-19 11:18:00,11,25317.06,51
12745.0,2010-08-10 10:14:00,3,925.41,486
12746.0,2010-06-17 10:41:00,1,254.55,540
12747.0,2011-12-07 14:34:00,26,9276.539999999999,1
12748.0,2011-12-09 12:20:00,336,56599.39,0
12749.0,2011-12-06 09:56:00,9,6897.36,3
12750.0,2011-08-03 09:13:00,1,275.88,128
12751.0,2010-09-21 12:49:00,1,268.27,444
12752.0,2011-09-19 13:32:00,1,4366.78,80
12753.0,2011-11-17 10:52:00,6,21429.39,22
12754.0,2011-04-18 09:00:00,3,3010.74,235
12755.0,2011-03-04 12:42:00,11,9030.66,280
12756.0,2011-09-14 09:31:00,1,112.08,86
12757.0,2011-11-24 12:30:00,13,7857.1,15
12758.0,2011-08-15 10:22:00,7,9903.24,116
12759.0,2011-10-18 14:49:00,8,5020.74,51
12760.0,2010-09-10 08:50:00,1,347.8,455
12761.0,2010-09-08 12:17:00,2,782.95,457
12762.0,2011-12-02 10:23:00,2,1898.52,7
12763.0,2011-07-24 14:12:00,2,814.16,137
12764.0,2011-01-27 10:19:00,1,1693.88,316
12765.0,2010-08-24 13:51:00,6,1404.58,471
12766.0,2011-12-06 08:46:00,9,10068.28,3
12767.0,2010-11-29 09:38:00,1,949.82,375
12768.0,2010-09-15 12:08:00,1,168.69000000000003,450
12769.0,2011-04-15 10:25:00,1,1143.6,238
12770.0,2011-05-13 09:33:00,2,3246.45,210
12771.0,2010-08-11 11:51:00,1,282.3,485
12772.0,2011-10-11 09:19:00,1,892.47,59
12773.0,2010-05-24 17:30:00,1,124.25,563
12774.0,2010-06-22 10:38:00,1,98.7,535
12775.0,2011-11-22 16:33:00,7,1686.12,16
12776.0,2010-02-10 12:11:00,1,55.5,667
12777.0,2010-09-08 11:35:00,1,519.45,457
12778.0,2011-11-20 11:30:00,9,1775.68,19
12779.0,2011-11-02 11:43:00,14,6722.2699999999995,37
12780.0,2010-04-20 09:40:00,1,337.4,598
12781.0,2011-10-07 10:37:00,2,826.74,63
12782.0,2011-12-05 09:16:00,11,4618.24,4
12783.0,2011-12-07 15:56:00,6,2225.91,1
12784.0,2011-11-30 15:38:00,3,1804.75,8
12785.0,2010-12-10 13:48:00,3,1100.4,363
12786.0,2010-04-09 12:12:00,1,728.5,609
12787.0,2011-11-30 08:44:00,4,862.18,9
12788.0,2010-09-02 14:21:00,4,444.9,462
12789.0,2011-10-05 13:34:00,3,273.35,64
12790.0,2011-05-31 14:14:00,2,591.85,191
12791.0,2010-12-01 11:27:00,6,1056.1100000000001,373
12792.0,2011-03-28 11:36:00,2,827.01,256
12793.0,2011-01-09 12:12:00,3,1017.33,334
12794.0,2011-10-17 14:54:00,2,860.41,52
12795.0,2011-11-21 10:27:00,1,430.48,18
12796.0,2010-03-21 15:49:00,1,381.0,627
12797.0,2010-12-09 10:55:00,2,806.11,365
12798.0,2011-11-29 15:52:00,4,8510.93,9
12799.0,2010-06-28 15:57:00,1,219.35,528
12800.0,2010-08-26 14:11:00,3,584.25,469
12801.0,2010-07-27 09:38:00,1,1071.82,500
12802.0,2011-06-06 09:36:00,7,2416.42,186
12803.0,2010-11-11 14:57:00,1,1092.81,392
12804.0,2010-08-31 11:58:00,2,327.02,465
12805.0,2010-11-23 12:27:00,4,1434.95,381
12806.0,2010-09-30 13:34:00,4,2878.96,434
12807.0,2010-11-21 14:21:00,1,330.34999999999997,382
12808.0,2011-11-03 10:05:00,5,906.1,36
12809.0,2011-06-15 10:51:00,3,1755.94,177
12810.0,2010-06-23 10:53:00,2,534.99,534
12811.0,2011-03-24 09:42:00,5,1033.9,260
12812.0,2011-10-26 09:54:00,1,229.64000000000001,44
12813.0,2010-07-26 09:50:00,3,1687.8,501
12814.0,2011-08-30 12:11:00,1,125.92,101
12815.0,2011-07-15 10:21:00,2,1063.46,147
12816.0,2011-09-05 12:41:00,2,572.2,95
12817.0,2011-03-03 16:28:00,3,690.98,280
12818.0,2011-03-23 12:06:00,1,1542.0800000000002,261
12819.0,2010-09-07 15:20:00,1,540.52,457
12820.0,2011-12-06 15:12:00,11,2689.52,2
12821.0,2011-05-09 15:51:00,2,220.8,213
12822.0,2011-09-30 10:04:00,2,948.88,70
12823.0,2011-09-26 07:35:00,18,6501.5,74
12824.0,2011-10-11 12:49:00,1,397.12,59
12825.0,2010-07-06 13:56:00,2,518.63,520
12826.0,2011-12-07 10:25:00,12,2955.75,2
12827.0,2011-12-04 12:17:00,3,430.15000000000003,5
12828.0,2011-12-07 08:45:00,6,1018.71,2
12829.0,2011-01-07 11:13:00,3,385.3,336
12830.0,2011-11-02 11:54:00,6,6814.64,37
12831.0,2011-03-22 13:02:00,3,451.11,261
12832.0,2011-11-07 13:30:00,2,383.03,31
12833.0,2011-07-17 13:46:00,1,417.38,144
12834.0,2011-03-02 09:49:00,1,312.38,282
12835.0,2010-10-08 10:59:00,41,6043.31,427
12836.0,2011-10-11 15:10:00,15,6585.62,58
12837.0,2011-06-19 16:07:00,2,688.41,172
12838.0,2011-11-06 12:20:00,10,3398.48,33
12839.0,2011-12-07 12:33:00,26,10071.73,2
12840.0,2011-07-19 09:29:00,7,4041.97,143
12841.0,2011-12-05 11:13:00,40,7540.68,4
12842.0,2011-09-30 15:33:00,4,1917.99,69
12843.0,2011-10-05 12:09:00,30,6588.41,65
12844.0,2011-11-10 13:31:00,4,648.6,28
12845.0,2011-03-17 13:34:00,4,354.09,266
12846.0,2010-01-26 16:29:00,1,15.58,681
12847.0,2011-11-17 13:16:00,2,1636.8999999999999,21
12848.0,2010-02-02 12:45:00,1,208.0,675
12849.0,2011-11-08 13:41:00,6,3090.56,30
12850.0,2010-09-20 12:26:00,1,330.0,445
12851.0,2011-09-04 12:41:00,2,284.13,96
12852.0,2011-02-18 08:47:00,1,311.55,294
12853.0,2011-07-28 11:29:00,11,3907.5,134
12854.0,2011-09-22 12:15:00,7,2994.02,78
12855.0,2010-12-02 09:37:00,4,650.94,372
12856.0,2011-12-02 10:52:00,6,2179.93,7
12857.0,2011-05-13 10:20:00,6,3688.0,210
12858.0,2010-11-21 12:55:00,1,177.92,382
12859.0,2010-09-07 12:20:00,1,575.1,458
12860.0,2010-01-15 15:22:00,1,55.47,692
12861.0,2010-03-30 11:39:00,1,68.25,619
12862.0,2010-10-10 11:47:00,2,1008.3199999999999,425
12863.0,2011-10-18 14:15:00,6,2792.55,51
12864.0,2011-07-24 13:03:00,2,299.57,137
12865.0,2011-11-13 14:31:00,4,3323.47,25
12866.0,2011-03-01 14:11:00,3,1227.35,282
12867.0,2011-11-13 15:30:00,13,7913.29,25
