CustomerID,last_purchase,frequency,monetary,recency,r_score,f_score,m_score,RFM_SCORE,Segment,Cluster
12381.0,2011-12-05 12:44:00,5,1845.31,4,1,2,3,123,Others,1
12383.0,2011-06-08 08:02:00,5,1850.56,184,3,2,3,323,Others,1
12384.0,2011-11-11 08:39:00,2,585.27,28,2,1,2,212,Others,1
12385.0,2010-11-25 15:14:00,1,1938.4,378,3,1,3,313,Others,0
12386.0,2011-01-06 12:37:00,2,660.8,337,3,1,2,312,Others,0
12387.0,2010-10-20 16:27:00,1,143.94,414,4,1,1,411,Recent Customers,0
12388.0,2011-11-24 12:30:00,8,3901.11,15,1,3,4,134,Big Spenders,1
12389.0,2010-11-02 11:52:00,3,1433.33,402,4,1,3,413,Recent Customers,0
12390.0,2011-09-21 09:33:00,1,549.84,79,2,1,2,212,Others,1
12391.0,2011-11-18 12:07:00,6,2773.42,21,1,2,4,124,Big Spenders,1
12392.0,2010-04-27 14:04:00,1,234.75000000000003,590,4,1,1,411,Recent Customers,0
12393.0,2011-09-28 15:41:00,6,2399.4500000000003,71,2,2,4,224,Big Spenders,1
12394.0,2011-10-07 08:08:00,2,1272.48,63,2,1,3,213,Others,1
12395.0,2011-11-20 15:21:00,15,5067.27,18,1,3,4,134,Big Spenders,1
12396.0,2010-02-03 13:22:00,1,931.43,673,4,1,3,413,Recent Customers,0
12397.0,2011-11-04 09:52:00,2,2409.9,35,2,1,4,214,Big Spenders,1
12398.0,2011-10-25 10:27:00,1,1635.66,45,2,1,3,213,Others,1
12399.0,2011-08-12 13:15:00,7,1962.3,118,3,2,3,323,Others,1
12400.0,2010-10-21 13:45:00,1,205.25,413,4,1,1,411,Recent Customers,0
12401.0,2011-02-09 13:50:00,1,84.3,302,3,1,1,311,Others,0
12402.0,2011-01-20 13:49:00,6,1256.9,322,3,2,3,323,Others,0
12403.0,2011-10-21 10:51:00,2,1019.36,49,2,1,3,213,Others,1
12404.0,2010-01-26 16:25:00,1,63.24,681,4,1,1,411,Recent Customers,0
12405.0,2011-07-14 08:52:00,1,1710.39,148,3,1,3,313,Others,1
12406.0,2011-11-17 19:22:00,5,6390.36,21,1,2,4,124,Big Spenders,1
12407.0,2011-10-21 10:11:00,5,1708.12,49,2,2,3,223,Others,1
12408.0,2011-11-07 12:27:00,8,4340.7699999999995,32,2,3,4,234,Big Spenders,1
12409.0,2011-09-22 10:38:00,7,23419.29,78,2,2,4,224,Big Spenders,1
12410.0,2011-02-04 10:39:00,3,1013.71,308,3,1,3,313,Others,0
12411.0,2010-10-26 09:25:00,1,346.9,409,4,1,1,411,Recent Customers,0
12412.0,2011-09-26 10:16:00,6,2596.93,74,2,2,4,224,Big Spenders,1
12413.0,2011-10-04 09:00:00,4,999.45,66,2,2,3,223,Others,1
12414.0,2011-05-06 14:51:00,6,952.41,216,3,2,3,323,Others,1
12415.0,2011-11-15 14:22:00,28,144458.37,23,1,3,4,134,Big Spenders,2
12416.0,2010-02-21 10:19:00,1,202.56,656,4,1,1,411,Recent Customers,0
12417.0,2011-12-06 14:52:00,20,6816.91,2,1,3,4,134,Big Spenders,1
12418.0,2011-08-19 11:08:00,4,2021.2,112,3,2,3,323,Others,1
12419.0,2010-11-19 10:04:00,2,503.01,385,4,1,2,412,Recent Customers,0
12420.0,2011-10-07 08:55:00,1,600.39,63,2,1,2,212,Others,1
12421.0,2011-11-24 09:07:00,6,1098.6,15,1,2,3,123,Others,1
12422.0,2011-09-05 09:48:00,17,5231.8,95,2,3,4,234,Big Spenders,1
12423.0,2011-12-09 10:10:00,10,2622.39,0,1,3,4,134,Big Spenders,1
12424.0,2011-06-30 12:06:00,4,3340.03,162,3,2,4,324,Big Spenders,1
12425.0,2011-09-22 17:31:00,2,1741.41,77,2,1,3,213,Others,1
12426.0,2011-05-29 12:26:00,2,1345.21,194,3,1,3,313,Others,1
12427.0,2011-11-18 08:56:00,3,1129.3,21,1,1,3,113,Others,1
12428.0,2011-11-14 08:22:00,9,7956.46,25,1,3,4,134,Big Spenders,1
12429.0,2011-11-30 17:22:00,8,7485.91,8,1,3,4,134,Big Spenders,1
12430.0,2011-10-27 15:09:00,1,256.4,42,2,1,1,211,Others,1
12431.0,2011-11-04 11:55:00,27,10857.97,35,2,3,4,234,Big Spenders,1
12432.0,2011-10-28 11:43:00,5,5059.32,42,2,2,4,224,Big Spenders,1
12433.0,2011-12-09 10:02:00,10,20581.26,0,1,3,4,134,Big Spenders,1
12434.0,2011-09-16 12:38:00,3,1103.43,84,2,1,3,213,Others,1
12435.0,2011-09-21 09:06:00,6,13925.93,79,2,2,4,224,Big Spenders,1
12436.0,2011-09-01 12:09:00,1,509.01000000000005,99,3,1,2,312,Others,1
12437.0,2011-12-08 11:35:00,39,12683.4,1,1,3,4,134,Big Spenders,1
12438.0,2011-11-25 13:28:00,2,2906.85,13,1,1,4,114,Big Spenders,1
12439.0,2010-01-26 12:11:00,2,1158.18,682,4,1,3,413,Recent Customers,0
12440.0,2010-09-03 13:11:00,2,859.2,461,4,1,2,412,Recent Customers,0
12441.0,2010-12-08 10:45:00,1,347.1,366,3,1,1,311,Others,0
12442.0,2011-12-06 14:22:00,1,172.06,2,1,1,1,111,Others,1
12443.0,2009-12-07 15:42:00,1,485.31,731,4,1,2,412,Recent Customers,0
12444.0,2011-11-18 13:23:00,5,5005.46,20,1,2,4,124,Big Spenders,1
12445.0,2011-11-17 18:43:00,2,434.98,21,1,1,2,112,Others,1
12446.0,2011-10-13 12:50:00,1,1002.3100000000001,57,2,1,3,213,Others,1
12447.0,2011-04-10 13:25:00,1,476.49,242,3,1,2,312,Others,1
12448.0,2011-10-26 13:46:00,1,449.45,43,2,1,2,212,Others,1
12449.0,2011-11-17 13:46:00,6,4835.89,21,1,2,4,124,Big Spenders,1
12450.0,2011-07-06 14:41:00,5,688.2,155,3,2,2,322,Others,1
12451.0,2011-11-29 08:40:00,8,12669.88,10,1,3,4,134,Big Spenders,1
12452.0,2011-11-23 10:28:00,2,430.57,16,1,1,2,112,Others,1
12453.0,2011-07-28 14:08:00,1,707.09,133,3,1,2,312,Others,1
12454.0,2011-10-14 17:13:00,5,16679.78,55,2,2,4,224,Big Spenders,1
12455.0,2011-09-27 15:31:00,10,5879.95,72,2,3,4,234,Big Spenders,1
12456.0,2011-10-26 14:41:00,3,3181.04,43,2,1,4,214,Big Spenders,1
12457.0,2011-10-04 13:13:00,8,2995.91,65,2,3,4,234,Big Spenders,1
12458.0,2011-09-29 15:25:00,4,1777.49,70,2,2,3,223,Others,1
12459.0,2010-04-13 14:53:00,1,454.36,604,4,1,2,412,Recent Customers,0
12460.0,2010-09-09 13:51:00,1,326.65,455,4,1,1,411,Recent Customers,0
12461.0,2011-09-06 16:57:00,2,826.88,93,2,1,2,212,Others,1
12462.0,2011-11-21 09:11:00,2,1189.59,18,1,1,3,113,Others,1
12463.0,2011-10-17 13:44:00,4,1344.78,52,2,2,3,223,Others,1
12464.0,2011-11-29 13:33:00,8,1212.05,9,1,3,3,133,Others,1
12465.0,2011-11-22 16:34:00,2,742.1899999999999,16,1,1,2,112,Others,1
12466.0,2010-01-26 16:26:00,1,56.73,681,4,1,1,411,Recent Customers,0
12467.0,2010-10-12 15:41:00,1,132.8,422,4,1,1,411,Recent Customers,0
12468.0,2011-06-05 11:36:00,5,3670.74,187,3,2,4,324,Big Spenders,1
12469.0,2010-07-05 12:40:00,2,3070.54,522,4,1,4,414,Recent Customers,0
12470.0,2010-01-19 11:01:00,1,211.95,689,4,1,1,411,Recent Customers,0
12471.0,2011-12-07 15:43:00,79,39963.79,1,1,3,4,134,Big Spenders,2
12472.0,2011-11-07 14:01:00,19,17880.59,31,2,3,4,234,Big Spenders,1
12473.0,2011-11-10 13:46:00,5,3938.55,28,2,2,4,224,Big Spenders,1
12474.0,2011-11-22 14:39:00,31,12424.45,16,1,3,4,134,Big Spenders,1
12475.0,2011-10-17 10:10:00,2,1149.64,53,2,1,3,213,Others,1
12476.0,2011-11-24 12:40:00,23,14115.41,15,1,3,4,134,Big Spenders,1
12477.0,2011-11-17 09:51:00,9,20276.37,22,1,3,4,134,Big Spenders,1
12478.0,2011-12-06 09:56:00,1,680.99,3,1,1,2,112,Others,1
12479.0,2011-11-28 13:26:00,1,527.2,10,1,1,2,112,Others,1
12480.0,2011-11-11 14:52:00,7,5464.85,27,2,2,4,224,Big Spenders,1
12481.0,2011-11-17 08:29:00,15,12361.39,22,1,3,4,134,Big Spenders,1
12482.0,2010-05-12 16:51:00,29,23691.4,575,4,3,4,434,Recent Customers,0
12483.0,2011-11-22 17:02:00,19,5120.58,16,1,3,4,134,Big Spenders,1
12484.0,2011-11-07 11:37:00,12,6370.15,32,2,3,4,234,Big Spenders,1
12485.0,2010-06-28 15:22:00,1,708.1,528,4,1,2,412,Recent Customers,0
12486.0,2010-10-04 12:14:00,1,1037.28,431,4,1,3,413,Recent Customers,0
12487.0,2009-12-09 11:36:00,1,285.29999999999995,730,4,1,1,411,Recent Customers,0
12488.0,2011-11-30 08:50:00,3,1298.66,9,1,1,3,113,Others,1
12489.0,2011-01-07 13:13:00,1,334.93,335,3,1,1,311,Others,0
12490.0,2011-12-04 16:07:00,21,9823.64,4,1,3,4,134,Big Spenders,1
12491.0,2011-11-01 12:18:00,1,460.40000000000003,38,2,1,2,212,Others,1
12492.0,2011-10-07 15:15:00,3,715.21,62,2,1,2,212,Others,1
12493.0,2011-06-27 10:17:00,2,433.74,165,3,1,2,312,Others,1
12494.0,2011-11-24 09:34:00,9,1872.8700000000001,15,1,3,3,133,Others,1
12495.0,2010-03-09 10:53:00,1,357.4,640,4,1,2,412,Recent Customers,0
12496.0,2010-03-29 14:06:00,2,54.09,619,4,1,1,411,Recent Customers,0
12497.0,2011-09-19 12:29:00,3,6248.5,81,2,1,4,214,Big Spenders,1
12498.0,2011-11-18 12:53:00,3,403.70000000000005,20,1,1,2,112,Others,1
12499.0,2010-05-28 15:12:00,1,393.72,559,4,1,2,412,Recent Customers,0
12500.0,2011-11-16 16:20:00,19,5955.21,22,1,3,4,134,Big Spenders,1
12501.0,2011-01-07 12:28:00,1,2169.39,336,3,1,3,313,Others,0
12502.0,2011-09-05 11:52:00,5,3723.87,95,2,2,4,224,Big Spenders,1
12503.0,2010-05-04 13:59:00,1,1126.0,583,4,1,3,413,Recent Customers,0
12504.0,2011-11-21 16:02:00,4,779.05,17,1,2,2,122,Others,1
12505.0,2010-10-27 09:18:00,1,955.2,408,4,1,3,413,Recent Customers,0
12506.0,2011-04-21 08:54:00,1,73.5,232,3,1,1,311,Others,1
12507.0,2011-07-28 17:09:00,4,1844.06,133,3,2,3,323,Others,1
12508.0,2011-11-13 15:37:00,2,398.27,25,1,1,2,112,Others,1
12509.0,2011-02-28 14:45:00,1,176.5,283,3,1,1,311,Others,0
12510.0,2011-07-20 10:15:00,9,5178.02,142,3,3,4,334,Big Spenders,1
12511.0,2010-10-07 10:39:00,1,3084.02,428,4,1,4,414,Recent Customers,0
12512.0,2011-10-04 14:55:00,2,138.03,65,2,1,1,211,Others,1
12513.0,2011-08-19 10:51:00,1,612.29,112,3,1,2,312,Others,1
12514.0,2011-03-17 16:38:00,2,1597.76,266,3,1,3,313,Others,0
12515.0,2010-12-21 15:43:00,1,383.7,352,3,1,2,312,Others,0
12516.0,2011-09-23 09:13:00,4,2648.62,77,2,2,4,224,Big Spenders,1
12517.0,2011-11-11 14:04:00,5,2502.84,27,2,2,4,224,Big Spenders,1
12518.0,2011-12-09 10:13:00,5,2056.89,0,1,2,3,123,Others,1
12519.0,2011-10-07 09:26:00,2,726.54,63,2,1,2,212,Others,1
12520.0,2011-09-21 15:23:00,5,2634.26,78,2,2,4,224,Big Spenders,1
12521.0,2011-07-20 10:51:00,1,599.68,142,3,1,2,312,Others,1
12522.0,2011-10-31 15:30:00,2,192.72,38,2,1,1,211,Others,1
12523.0,2011-11-20 12:55:00,23,4372.15,18,1,3,4,134,Big Spenders,1
12524.0,2011-11-30 15:31:00,17,11126.11,8,1,3,4,134,Big Spenders,1
12525.0,2010-07-29 16:08:00,3,973.73,497,4,1,3,413,Recent Customers,0
12526.0,2011-12-09 12:09:00,3,1316.66,0,1,1,3,113,Others,1
12527.0,2011-09-19 11:55:00,5,735.51,81,2,2,2,222,Others,1
12528.0,2011-11-30 14:40:00,6,1933.48,8,1,2,3,123,Others,1
12529.0,2010-06-29 13:10:00,1,316.48,527,4,1,1,411,Recent Customers,0
12530.0,2011-10-11 12:34:00,9,3759.26,59,2,3,4,234,Big Spenders,1
12531.0,2011-11-25 11:12:00,2,1933.2,14,1,1,3,113,Others,1
12532.0,2011-11-09 13:47:00,1,349.83000000000004,29,2,1,2,212,Others,1
12533.0,2010-03-22 10:56:00,2,1367.89,627,4,1,3,413,Recent Customers,0
12534.0,2011-08-01 10:26:00,1,1089.18,130,3,1,3,313,Others,1
12535.0,2011-09-09 08:48:00,2,716.35,91,2,1,2,212,Others,1
12536.0,2011-10-27 14:20:00,3,12601.83,42,2,1,4,214,Big Spenders,1
12537.0,2010-10-27 08:36:00,1,732.94,408,4,1,2,412,Recent Customers,0
12538.0,2011-11-10 17:16:00,2,640.45,28,2,1,2,212,Others,1
12539.0,2011-11-17 13:30:00,7,11214.75,21,1,2,4,124,Big Spenders,1
12540.0,2011-11-20 11:31:00,33,22254.49,19,1,3,4,134,Big Spenders,1
12541.0,2011-11-10 10:40:00,3,981.18,29,2,1,3,213,Others,1
12542.0,2010-08-12 19:12:00,2,481.88,483,4,1,2,412,Recent Customers,0
12543.0,2010-09-17 15:51:00,1,980.25,447,4,1,3,413,Recent Customers,0
12544.0,2011-11-03 16:15:00,1,372.7,35,2,1,2,212,Others,1
12545.0,2011-09-25 13:39:00,2,1000.39,74,2,1,3,213,Others,1
12546.0,2011-10-24 12:09:00,2,1161.5,46,2,1,3,213,Others,1
12547.0,2011-05-26 12:38:00,3,383.58,197,3,1,2,312,Others,1
12548.0,2011-06-26 15:35:00,1,95.19999999999999,165,3,1,1,311,Others,1
12549.0,2010-05-13 12:05:00,6,1575.68,575,4,2,3,423,Recent Customers,0
12550.0,2011-09-21 14:35:00,1,964.83,78,2,1,3,213,Others,1
12551.0,2010-12-17 11:23:00,1,168.0,357,3,1,1,311,Others,0
12552.0,2011-11-01 10:02:00,2,437.82,38,2,1,2,212,Others,1
12553.0,2011-12-01 16:38:00,12,4608.75,7,1,3,4,134,Big Spenders,1
12554.0,2010-09-17 12:29:00,1,468.5,448,4,1,2,412,Recent Customers,0
12555.0,2010-01-26 16:26:00,1,129.23,681,4,1,1,411,Recent Customers,0
12556.0,2011-10-20 13:06:00,2,603.71,49,2,1,2,212,Others,1
12557.0,2011-11-23 16:59:00,8,18716.14,15,1,3,4,134,Big Spenders,1
12558.0,2011-12-02 10:41:00,1,269.96,7,1,1,1,111,Others,1
12559.0,2011-02-02 09:49:00,2,561.71,310,3,1,2,312,Others,0
12560.0,2011-12-04 13:54:00,3,2134.01,4,1,1,3,113,Others,1
12561.0,2011-02-10 11:39:00,1,238.85,302,3,1,1,311,Others,0
12562.0,2011-12-01 17:20:00,9,4966.92,7,1,3,4,134,Big Spenders,1
12563.0,2010-10-27 09:52:00,1,249.23999999999998,408,4,1,1,411,Recent Customers,0
12564.0,2011-03-23 14:55:00,1,456.9,260,3,1,2,312,Others,0
12565.0,2011-02-24 10:34:00,1,145.92,288,3,1,1,311,Others,0
12566.0,2011-09-14 14:30:00,1,351.65,85,2,1,2,212,Others,1
12567.0,2011-11-17 11:02:00,15,13709.86,22,1,3,4,134,Big Spenders,1
12568.0,2010-03-05 09:15:00,1,70.0,644,4,1,1,411,Recent Customers,0
12569.0,2011-12-07 16:24:00,32,4124.69,1,1,3,4,134,Big Spenders,1
12570.0,2010-01-26 17:28:00,1,77.52,681,4,1,1,411,Recent Customers,0
12571.0,2011-10-31 10:19:00,2,519.61,39,2,1,2,212,Others,1
12572.0,2011-12-01 09:20:00,2,1020.42,8,1,1,3,113,Others,1
12573.0,2011-04-26 15:52:00,5,717.41,226,3,2,2,322,Others,1
12574.0,2011-01-28 09:20:00,1,218.45000000000002,315,3,1,1,311,Others,0
12575.0,2010-09-08 13:09:00,2,622.8199999999999,456,4,1,2,412,Recent Customers,0
12576.0,2011-11-04 10:11:00,8,2142.72,35,2,3,3,233,Others,1
12577.0,2011-11-04 13:24:00,8,1653.75,34,2,3,3,233,Others,1
12578.0,2011-11-18 13:30:00,4,4642.45,20,1,2,4,124,Big Spenders,1
12579.0,2011-09-22 17:15:00,1,440.42,77,2,1,2,212,Others,1
12580.0,2011-04-07 10:24:00,2,1052.9,246,3,1,3,313,Others,1
12581.0,2011-10-31 08:56:00,1,197.71,39,2,1,1,211,Others,1
12582.0,2011-04-15 08:45:00,4,1980.4,238,3,2,3,323,Others,1
12583.0,2011-12-07 08:07:00,27,14447.44,2,1,3,4,134,Big Spenders,1
12584.0,2011-12-06 09:35:00,9,2338.15,3,1,3,4,134,Big Spenders,1
12585.0,2011-04-19 13:39:00,2,2040.1,233,3,1,3,313,Others,1
12586.0,2011-11-22 16:24:00,4,2062.67,16,1,2,3,123,Others,1
12587.0,2011-12-02 12:47:00,1,144.0,7,1,1,1,111,Others,1
12588.0,2011-10-31 15:01:00,4,958.78,38,2,2,3,223,Others,1
12589.0,2011-11-11 10:19:00,8,4695.66,28,2,3,4,234,Big Spenders,1
12590.0,2011-05-12 14:52:00,2,9864.26,210,3,1,4,314,Big Spenders,1
12591.0,2011-01-26 14:35:00,3,1352.15,316,3,1,3,313,Others,0
12592.0,2011-09-08 15:04:00,5,2582.66,91,2,2,4,224,Big Spenders,1
12593.0,2011-08-23 12:43:00,3,418.09999999999997,108,3,1,2,312,Others,1
12594.0,2011-11-02 12:20:00,15,5090.11,37,2,3,4,234,Big Spenders,1
12595.0,2010-07-23 09:10:00,1,299.02,504,4,1,1,411,Recent Customers,0
12596.0,2011-10-19 13:02:00,2,618.27,50,2,1,2,212,Others,1
12597.0,2011-11-20 13:33:00,4,3811.22,18,1,2,4,124,Big Spenders,1
12598.0,2011-11-30 12:18:00,11,4534.09,9,1,3,4,134,Big Spenders,1
12599.0,2011-11-10 13:34:00,13,2296.72,28,2,3,3,233,Others,1
12600.0,2011-11-11 10:29:00,21,5043.92,28,2,3,4,234,Big Spenders,1
12601.0,2011-06-03 10:17:00,6,681.26,189,3,2,2,322,Others,1
12602.0,2011-10-12 11:22:00,1,153.12,58,2,1,1,211,Others,1
12603.0,2011-11-18 10:42:00,1,739.1999999999999,21,1,1,2,112,Others,1
12604.0,2011-09-21 14:08:00,2,254.18,78,2,1,1,211,Others,1
12605.0,2010-11-28 14:18:00,4,1232.95,375,3,2,3,323,Others,0
12606.0,2010-01-26 16:23:00,1,21.0,681,4,1,1,411,Recent Customers,0
12607.0,2011-10-10 16:06:00,1,1579.51,59,2,1,3,213,Others,1
12608.0,2010-10-31 10:49:00,1,415.79,404,4,1,2,412,Recent Customers,0
12609.0,2011-09-22 16:34:00,9,3435.86,77,2,3,4,234,Big Spenders,1
12610.0,2011-11-17 09:34:00,5,2099.54,22,1,2,3,123,Others,1
12611.0,2011-10-18 13:12:00,1,1193.32,51,2,1,3,213,Others,1
12612.0,2011-09-26 15:35:00,1,704.0400000000001,73,2,1,2,212,Others,1
12613.0,2011-10-13 14:59:00,10,6835.07,56,2,3,4,234,Big Spenders,1
12614.0,2011-03-07 10:22:00,1,315.6,277,3,1,1,311,Others,0
12615.0,2011-12-07 15:02:00,8,5740.98,1,1,3,4,134,Big Spenders,1
12616.0,2011-09-05 15:17:00,3,1131.1,94,2,1,3,213,Others,1
12617.0,2011-11-10 14:39:00,1,355.53,28,2,1,2,212,Others,1
12618.0,2011-11-18 11:10:00,1,177.31,21,1,1,1,111,Others,1
12619.0,2011-11-23 14:52:00,10,3781.38,15,1,3,4,134,Big Spenders,1
12620.0,2011-11-25 10:20:00,3,1339.41,14,1,1,3,113,Others,1
12621.0,2011-12-08 11:25:00,35,24775.81,1,1,3,4,134,Big Spenders,1
12622.0,2011-04-21 16:39:00,1,180.1,231,3,1,1,311,Others,1
12623.0,2011-03-08 13:50:00,7,3747.84,275,3,2,4,324,Big Spenders,0
12624.0,2011-08-25 15:04:00,2,641.13,105,3,1,2,312,Others,1
12625.0,2011-05-12 09:54:00,4,5164.88,211,3,2,4,324,Big Spenders,1
12626.0,2011-11-16 16:06:00,9,6620.48,22,1,3,4,134,Big Spenders,1
12627.0,2011-11-29 12:07:00,7,4478.53,10,1,2,4,124,Big Spenders,1
12628.0,2011-12-05 13:15:00,3,786.46,3,1,1,2,112,Others,1
12629.0,2010-11-19 09:18:00,2,1558.22,385,4,1,3,413,Recent Customers,0
12630.0,2011-11-30 10:48:00,2,1270.88,9,1,1,3,113,Others,1
12631.0,2011-10-13 13:53:00,6,3481.57,56,2,2,4,224,Big Spenders,1
12632.0,2010-07-07 09:39:00,2,804.88,520,4,1,2,412,Recent Customers,0
12633.0,2011-10-12 11:40:00,7,5678.16,58,2,2,4,224,Big Spenders,1
12634.0,2010-06-22 10:05:00,2,490.0,535,4,1,2,412,Recent Customers,0
12635.0,2011-09-11 11:04:00,4,2930.41,89,2,2,4,224,Big Spenders,1
12636.0,2009-12-01 09:55:00,1,141.0,738,4,1,1,411,Recent Customers,0
12637.0,2011-10-03 13:46:00,12,8340.31,66,2,3,4,234,Big Spenders,1
12638.0,2011-11-06 13:11:00,2,921.49,32,2,1,3,213,Others,1
12639.0,2011-04-15 12:48:00,3,1312.3700000000001,238,3,1,3,313,Others,1
12640.0,2011-11-16 11:52:00,3,1174.58,23,1,1,3,113,Others,1
12641.0,2011-08-16 13:26:00,1,185.9,114,3,1,1,311,Others,1
12642.0,2011-11-14 15:03:00,3,1013.26,24,1,1,3,113,Others,1
12643.0,2011-08-03 12:56:00,12,8350.42,127,3,3,4,334,Big Spenders,1
12644.0,2011-08-02 10:33:00,4,1918.49,129,3,2,3,323,Others,1
12645.0,2011-11-06 12:38:00,8,3539.3,33,2,3,4,234,Big Spenders,1
12646.0,2011-12-05 10:14:00,2,1346.97,4,1,1,3,113,Others,1
12647.0,2011-11-17 12:56:00,36,17924.35,21,1,3,4,134,Big Spenders,1
12648.0,2011-07-08 11:55:00,4,1112.0,154,3,2,3,323,Others,1
12649.0,2011-08-24 14:41:00,8,2294.65,106,3,3,3,333,Others,1
12650.0,2011-12-06 16:34:00,1,314.44,2,1,1,1,111,Others,1
12651.0,2011-01-09 12:46:00,4,377.75,334,3,2,2,322,Others,0
12652.0,2011-01-12 15:00:00,2,1017.03,330,3,1,3,313,Others,0
12653.0,2011-07-14 10:41:00,3,4160.83,148,3,1,4,314,Big Spenders,1
12654.0,2011-11-29 10:10:00,5,601.98,10,1,2,2,122,Others,1
12655.0,2010-10-12 09:17:00,1,261.35,423,4,1,1,411,Recent Customers,0
12656.0,2011-11-22 13:42:00,8,6407.83,16,1,3,4,134,Big Spenders,1
12657.0,2011-11-28 15:47:00,4,1643.18,10,1,2,3,123,Others,1
12658.0,2011-11-21 10:22:00,1,686.05,18,1,1,2,112,Others,1
12659.0,2011-11-10 11:53:00,1,91.68,29,2,1,1,211,Others,1
12660.0,2011-11-28 13:26:00,1,245.1,10,1,1,1,111,Others,1
12661.0,2010-09-29 16:46:00,1,162.0,435,4,1,1,411,Recent Customers,0
12662.0,2011-12-09 11:59:00,20,6988.02,0,1,3,4,134,Big Spenders,1
12663.0,2010-03-25 09:40:00,2,239.4,624,4,1,1,411,Recent Customers,0
12664.0,2011-12-01 17:07:00,11,6070.04,7,1,3,4,134,Big Spenders,1
12665.0,2011-01-19 08:34:00,3,313.6,324,3,1,1,311,Others,0
12666.0,2010-11-10 16:40:00,1,1248.42,393,4,1,3,413,Recent Customers,0
12667.0,2011-10-12 17:00:00,1,620.13,57,2,1,2,212,Others,1
12668.0,2011-11-28 10:56:00,10,11444.68,11,1,3,4,134,Big Spenders,1
12669.0,2011-07-12 09:54:00,3,2744.0299999999997,150,3,1,4,314,Big Spenders,1
12670.0,2011-11-29 15:23:00,7,3760.29,9,1,2,4,124,Big Spenders,1
12671.0,2010-04-12 16:30:00,1,2622.481,605,4,1,4,414,Recent Customers,0
12672.0,2011-01-14 09:20:00,2,437.05,329,3,1,2,312,Others,0
12673.0,2011-12-04 13:55:00,3,1230.02,4,1,1,3,113,Others,1
12674.0,2011-11-01 12:12:00,4,1970.6,38,2,2,3,223,Others,1
12675.0,2010-06-04 09:49:00,2,958.5,553,4,1,3,413,Recent Customers,0
12676.0,2011-11-15 12:25:00,11,2843.09,24,1,3,4,134,Big Spenders,1
12677.0,2010-06-02 14:30:00,2,395.1,554,4,1,2,412,Recent Customers,0
